web-scraper-order,web-scraper-start-url,professors,professors-href
"1740066685-275","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116950/guia_docent","Pons Mercadé,  Pere","http://www.urv.cat/html/docencia-per-centre/general-I54789.php"
"1740066685-276","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116950/guia_docent","Salvat Salvat,  Jaume","http://www.urv.cat/html/docencia-per-centre/general-I876.php"
"1740066691-277","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116864/guia_docent","Salvat Salvat,  Jaume","http://www.urv.cat/html/docencia-per-centre/general-I876.php"
"1740066697-278","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116903/guia_docent","Salvat Salvat,  Jaume","http://www.urv.cat/html/docencia-per-centre/general-I876.php"
"1740066697-279","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116903/guia_docent","Weisberg ,  Cecilie","http://www.urv.cat/html/docencia-per-centre/general-I111233.php"
"1740066703-280","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116909/guia_docent","Mas Baron,  Alberto","http://www.urv.cat/html/docencia-per-centre/general-I2054.php"
"1740066703-281","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116909/guia_docent","Salvat Salvat,  Jaume","http://www.urv.cat/html/docencia-per-centre/general-I876.php"
"1740066708-282","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116902/guia_docent","Rabassa Figueras,  Maria Noemí","http://www.urv.cat/html/docencia-per-centre/general-I5065.php"
"1740066708-283","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116902/guia_docent","Salvat Salvat,  Jaume","http://www.urv.cat/html/docencia-per-centre/general-I876.php"
"1740066720-284","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116911/guia_docent","Llauradó Reverchon,  José María","http://www.urv.cat/html/docencia-per-centre/general-I5301.php"
"1740066726-285","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116808/guia_docent","Salvat Salvat,  Jaume","http://www.urv.cat/html/docencia-per-centre/general-I876.php"
"1740066733-286","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116731/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
"1740066733-287","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116731/guia_docent","Weisberg ,  Cecilie","http://www.urv.cat/html/docencia-per-centre/general-I111233.php"
"1740066738-288","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116862/guia_docent","Duro Moreno,  Juan Antonio","http://www.urv.cat/html/docencia-per-centre/general-I11205.php"
"1740066751-289","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116779/guia_docent","Muñoz Sobrado,  Esteban","http://www.urv.cat/html/docencia-per-centre/general-I109769.php"
"1740066751-290","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116779/guia_docent","Pascual Lorente,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I7409.php"
"1740066758-291","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116875/guia_docent","Coca Sánchez,  Javier","http://www.urv.cat/html/docencia-per-centre/general-I41573.php"
"1740066758-292","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116875/guia_docent","Soria Leyva,  Eddy","http://www.urv.cat/html/docencia-per-centre/general-I96180.php"
"1740066796-293","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116894/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740066808-294","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Manjón Antolín,  Miguel Carlos","http://www.urv.cat/html/docencia-per-centre/general-I670.php"
"1740066808-295","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Martínez Ibáñez,  Oscar","http://www.urv.cat/html/docencia-per-centre/general-I12318.php"
"1740066808-296","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Perez Laborda,  Alejandro","http://www.urv.cat/html/docencia-per-centre/general-I36984.php"
"1740066842-297","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116899/guia_docent","Segarra Blasco,  Antoni","http://www.urv.cat/html/docencia-per-centre/general-I76739.php"
"1740066861-298","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116920/guia_docent","Navas Portella,  Víctor","http://www.urv.cat/html/docencia-per-centre/general-I102593.php"
"1740066905-299","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Muñoz Sobrado,  Esteban","http://www.urv.cat/html/docencia-per-centre/general-I109769.php"
"1740066905-300","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Pascual Lorente,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I7409.php"
"1740066912-301","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","Coca Sánchez,  Javier","http://www.urv.cat/html/docencia-per-centre/general-I41573.php"
"1740066912-302","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","Soria Leyva,  Eddy","http://www.urv.cat/html/docencia-per-centre/general-I96180.php"
"1740066951-303","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116781/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740066958-304","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Manjón Antolín,  Miguel Carlos","http://www.urv.cat/html/docencia-per-centre/general-I670.php"
"1740066958-305","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Martínez Ibáñez,  Oscar","http://www.urv.cat/html/docencia-per-centre/general-I12318.php"
"1740066958-306","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Perez Laborda,  Alejandro","http://www.urv.cat/html/docencia-per-centre/general-I36984.php"
"1740066971-307","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/117242/guia_docent","Coca Sánchez,  Javier","http://www.urv.cat/html/docencia-per-centre/general-I41573.php"
"1740066978-308","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Muñoz Sobrado,  Esteban","http://www.urv.cat/html/docencia-per-centre/general-I109769.php"
"1740066978-309","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Pascual Lorente,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I7409.php"
"1740066986-310","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116778/guia_docent","Coca Sánchez,  Javier","http://www.urv.cat/html/docencia-per-centre/general-I41573.php"
"1740066986-311","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116778/guia_docent","Soria Leyva,  Eddy","http://www.urv.cat/html/docencia-per-centre/general-I96180.php"
"1740067025-312","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116756/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740067032-313","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Manjón Antolín,  Miguel Carlos","http://www.urv.cat/html/docencia-per-centre/general-I670.php"
"1740067032-314","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Martínez Ibáñez,  Oscar","http://www.urv.cat/html/docencia-per-centre/general-I12318.php"
"1740067032-315","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Perez Laborda,  Alejandro","http://www.urv.cat/html/docencia-per-centre/general-I36984.php"
"1740067072-316","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116885/guia_docent","Segarra Blasco,  Antoni","http://www.urv.cat/html/docencia-per-centre/general-I76739.php"
"1740067091-317","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116939/guia_docent","Navas Portella,  Víctor","http://www.urv.cat/html/docencia-per-centre/general-I102593.php"
"1740067134-318","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Muñoz Sobrado,  Esteban","http://www.urv.cat/html/docencia-per-centre/general-I109769.php"
"1740067134-319","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Pascual Lorente,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I7409.php"
"1740067144-320","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116798/guia_docent","Coca Sánchez,  Javier","http://www.urv.cat/html/docencia-per-centre/general-I41573.php"
"1740067144-321","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116798/guia_docent","Soria Leyva,  Eddy","http://www.urv.cat/html/docencia-per-centre/general-I96180.php"
"1740067178-322","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116830/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740067185-323","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Manjón Antolín,  Miguel Carlos","http://www.urv.cat/html/docencia-per-centre/general-I670.php"
"1740067185-324","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Martínez Ibáñez,  Oscar","http://www.urv.cat/html/docencia-per-centre/general-I12318.php"
"1740067185-325","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Perez Laborda,  Alejandro","http://www.urv.cat/html/docencia-per-centre/general-I36984.php"
"1740067196-326","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Muñoz Sobrado,  Esteban","http://www.urv.cat/html/docencia-per-centre/general-I109769.php"
"1740067196-327","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Pascual Lorente,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I7409.php"
"1740067203-328","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116879/guia_docent","Coca Sánchez,  Javier","http://www.urv.cat/html/docencia-per-centre/general-I41573.php"
"1740067203-329","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116879/guia_docent","Soria Leyva,  Eddy","http://www.urv.cat/html/docencia-per-centre/general-I96180.php"
"1740067243-330","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116737/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740067256-331","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Manjón Antolín,  Miguel Carlos","http://www.urv.cat/html/docencia-per-centre/general-I670.php"
"1740067256-332","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Martínez Ibáñez,  Oscar","http://www.urv.cat/html/docencia-per-centre/general-I12318.php"
"1740067256-333","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Perez Laborda,  Alejandro","http://www.urv.cat/html/docencia-per-centre/general-I36984.php"
"1740067268-334","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Artalejo Frigola,  Lucia","http://www.urv.cat/html/docencia-per-centre/general-I15422.php"
"1740067268-335","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Balsells Virgili,  Lluís","http://www.urv.cat/html/docencia-per-centre/general-I22166.php"
"1740067268-336","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067268-337","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Figueiredo De Jesus,  Manuel Antonio","http://www.urv.cat/html/docencia-per-centre/general-I28785.php"
"1740067268-338","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Gómez Pardo,  Miguel Ángel","http://www.urv.cat/html/docencia-per-centre/general-I92997.php"
"1740067268-339","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Sora Miana,  Beatriz","http://www.urv.cat/html/docencia-per-centre/general-I71729.php"
"1740067268-340","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Tous Pallarés,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I2185.php"
"1740067274-341","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/114998/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067283-342","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115000/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067291-343","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/112774/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067297-344","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116668/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067297-345","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116668/guia_docent","Figueras Salvat,  María Josefa","http://www.urv.cat/html/docencia-per-centre/general-I530.php"
"1740067297-346","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116668/guia_docent","Salvadó Artells,  Marçal","http://www.urv.cat/html/docencia-per-centre/general-I9526.php"
"1740067297-347","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116668/guia_docent","Sanchis Talón,  Marta","http://www.urv.cat/html/docencia-per-centre/general-I36636.php"
"1740067304-348","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/112775/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067310-349","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/114999/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067317-350","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116274/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067317-351","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116274/guia_docent","Willekens Morales,  Rein Nicolás","http://www.urv.cat/html/docencia-per-centre/general-I98773.php"
"1740067324-352","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115843/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067324-353","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115843/guia_docent","Figueras Salvat,  María Josefa","http://www.urv.cat/html/docencia-per-centre/general-I530.php"
"1740067324-354","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115843/guia_docent","Salvadó Artells,  Marçal","http://www.urv.cat/html/docencia-per-centre/general-I9526.php"
"1740067324-355","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115843/guia_docent","Sanchis Talón,  Marta","http://www.urv.cat/html/docencia-per-centre/general-I36636.php"
"1740067330-356","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116273/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067330-357","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116273/guia_docent","Jiménez González,  José Miguel","http://www.urv.cat/html/docencia-per-centre/general-I1976.php"
"1740067337-358","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116669/guia_docent","Constantí Garriga,  Magdalena","http://www.urv.cat/html/docencia-per-centre/general-I1341.php"
"1740067337-359","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116669/guia_docent","Guerrero Vizuete,  Maria Esther","http://www.urv.cat/html/docencia-per-centre/general-I19019.php"
"1740067409-360","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116837/guia_docent","Manzano Doñabeitia,  Antonio","http://www.urv.cat/html/docencia-per-centre/general-I93174.php"
"1740067441-361","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116924/guia_docent","Castioni ,  Piergiorgio","http://www.urv.cat/html/docencia-per-centre/general-I87192.php"
"1740067441-362","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116924/guia_docent","Granell Martorell,  Clara","http://www.urv.cat/html/docencia-per-centre/general-I32812.php"
"1740067441-363","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116924/guia_docent","Gómez Jiménez,  Sergio","http://www.urv.cat/html/docencia-per-centre/general-I599.php"
"1740067441-364","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116924/guia_docent","Mattei ,  Mattia","http://www.urv.cat/html/docencia-per-centre/general-I84870.php"
"1740067441-365","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116924/guia_docent","Soriano Paños,  David","http://www.urv.cat/html/docencia-per-centre/general-I102373.php"
"1740067452-366","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116733/guia_docent","Yanes Torrado,  Óscar","http://www.urv.cat/html/docencia-per-centre/general-I28524.php"
"1740067537-367","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/117804/guia_docent","Andreu Aguadé,  Josué","http://www.urv.cat/html/docencia-per-centre/general-I50890.php"
"1740067537-368","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/117804/guia_docent","Moreno García,  David","http://www.urv.cat/html/docencia-per-centre/general-I66049.php"
"1740067542-369","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","Martin Saiz,  Rodrigo","http://www.urv.cat/html/docencia-per-centre/general-I15243.php"
"1740067546-370","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","Valero Macip,  Júlia","http://www.urv.cat/html/docencia-per-centre/general-I64491.php"
"1740067554-371","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","Casals Roca,  Raquel Inmaculada","http://www.urv.cat/html/docencia-per-centre/general-I13582.php"
"1740067554-372","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","Cuartero Betriu,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I18548.php"
"1740067554-373","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","Ferré Pueyo,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I61332.php"
"1740067554-374","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","Perez Sanchez,  Joaquin","http://www.urv.cat/html/docencia-per-centre/general-I13624.php"
"1740067558-375","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","Casals Roca,  Raquel Inmaculada","http://www.urv.cat/html/docencia-per-centre/general-I13582.php"
"1740067558-376","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","Cuartero Betriu,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I18548.php"
"1740067558-377","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","De Sola-Morales Serra,  Pau","http://www.urv.cat/html/docencia-per-centre/general-I15104.php"
"1740067558-378","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","Ferré Pueyo,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I61332.php"
"1740067558-379","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","Perez Sanchez,  Joaquin","http://www.urv.cat/html/docencia-per-centre/general-I13624.php"
"1740067562-380","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116931/guia_docent","Domingo Magaña,  José Ramon","http://www.urv.cat/html/docencia-per-centre/general-I13557.php"
"1740067562-381","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116931/guia_docent","Moreno García,  David","http://www.urv.cat/html/docencia-per-centre/general-I66049.php"
"1740067566-382","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116907/guia_docent","Martin Saiz,  Rodrigo","http://www.urv.cat/html/docencia-per-centre/general-I15243.php"
"1740067566-383","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116907/guia_docent","Serres Serres,  Josep Maria","http://www.urv.cat/html/docencia-per-centre/general-I36444.php"
"1740067569-384","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116825/guia_docent","Valero Macip,  Júlia","http://www.urv.cat/html/docencia-per-centre/general-I64491.php"
"1740067572-385","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116823/guia_docent","Civit Oró,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I111174.php"
"1740067572-386","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116823/guia_docent","Granero Diaz,  Juan Antonio","http://www.urv.cat/html/docencia-per-centre/general-I98853.php"
"1740067572-387","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116823/guia_docent","Kirchner Amor,  Ricardo","http://www.urv.cat/html/docencia-per-centre/general-I111175.php"
"1740067576-388","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116728/guia_docent","Casals Roca,  Raquel Inmaculada","http://www.urv.cat/html/docencia-per-centre/general-I13582.php"
"1740067576-389","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116728/guia_docent","Cuartero Betriu,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I18548.php"
"1740067576-390","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116728/guia_docent","Ferré Pueyo,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I61332.php"
"1740067576-391","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116728/guia_docent","Perez Sanchez,  Joaquin","http://www.urv.cat/html/docencia-per-centre/general-I13624.php"
"1740067580-392","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116822/guia_docent","Casals Roca,  Raquel Inmaculada","http://www.urv.cat/html/docencia-per-centre/general-I13582.php"
"1740067580-393","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116822/guia_docent","Cuartero Betriu,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I18548.php"
"1740067580-394","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116822/guia_docent","De Sola-Morales Serra,  Pau","http://www.urv.cat/html/docencia-per-centre/general-I15104.php"
"1740067580-395","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116822/guia_docent","Ferré Pueyo,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I61332.php"
"1740067580-396","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116822/guia_docent","Perez Sanchez,  Joaquin","http://www.urv.cat/html/docencia-per-centre/general-I13624.php"
"1740067582-397","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116824/guia_docent","Domingo Magaña,  José Ramon","http://www.urv.cat/html/docencia-per-centre/general-I13557.php"
"1740067582-398","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116824/guia_docent","Mallafrè Balsells,  Cèlia","http://www.urv.cat/html/docencia-per-centre/general-I62129.php"
