web-scraper-order,web-scraper-start-url,code,url,url-href,period,type,credits,year
"1739305148-1180","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904004","INTRODUCCIÓ A LA MICROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115978/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305148-1181","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904008","MATEMÀTIQUES I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113085/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305148-1182","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904002","COMPTABILITAT FINANCERA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113089/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305148-1183","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904128","DIRECCIÓ ESTRATÈGICA DE MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113090/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739305148-1184","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904005","INTRODUCCIÓ A LA MACROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115979/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305148-1185","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904009","MATEMÀTIQUES II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115980/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305148-1186","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904003","ORGANITZACIÓ D'EMPRESES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114784/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305148-1187","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904006","PRINCIPIS D'ECONOMIA APLICADA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113491/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305148-1188","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904101","COMPORTAMENT ORGANITZATIU","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115975/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1189","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904102","COMPTABILITAT FINANCERA SUPERIOR","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113497/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1190","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904103","DIRECCIÓ D'OPERACIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113303/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1191","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904104","GESTIÓ DE LA QUALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115981/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1192","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904105","MATEMÀTIQUES DE LES OPERACIONS FINANCERES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113492/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1193","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904106","MICROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114786/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1194","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904107","ANÀLISI DELS ESTATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115976/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1195","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904109","DIRECCIÓ DE RECURSOS HUMANS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113309/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1196","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904108","DIRECCIÓ FINANCERA: INVERSIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113498/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1197","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904110","ESTADÍSTICA II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115120/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1198","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904111","FONAMENTS DELS MERCATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115123/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1199","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904112","MACROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114301/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305148-1200","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904113","DIRECCIÓ ESTRATÈGICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114787/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1201","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904114","DIRECCIÓ FINANCERA: FINANÇAMENT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113304/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1202","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904115","ECONOMIA MUNDIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114788/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1203","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904116","INVESTIGACIÓ DE MERCATS I APLICACIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114303/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1204","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904117","MERCATS I ACTIUS FINANCERS I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113493/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1205","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904118","VALORACIÓ D'ACTIUS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113499/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1206","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904217","COMPORTAMENT DEL CONSUMIDOR","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115624/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1207","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904119","COMPTABILITAT DE GESTIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113494/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1208","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904205","DRET DEL MERCAT INTERNACIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114790/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1209","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904203","ECONOMIA INTERNACIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114785/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1210","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904202","FINANCES INTERNACIONALS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115124/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1211","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904207","MÀRQUETING DE SERVEIS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113313/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1212","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904201","MÀRQUETING INTERNACIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113305/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1213","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904204","RELACIONS ECONÒMIQUES INTERNACIONALS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113312/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1214","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904120","SOCIOLOGIA DE L'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113310/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1215","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904216","TÈCNIQUES DE COMUNICACIÓ I VENDES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115982/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1216","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904121","TÈCNIQUES DE DECISIÓ EMPRESARIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115121/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305148-1217","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904215","e-MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113307/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739305148-1218","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904129","ANÀLISI DE DADES FINANCERES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114305/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305148-1219","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904122","AUDITORIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115625/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305148-1220","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904124","FISCALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114789/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305148-1221","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904125","MERCATS I ACTIUS FINANCERS II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115626/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305148-1222","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904126","PLANIFICACIÓ ECONÒMICA I FINANCERA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113495/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305148-1223","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904401","PRÀCTIQUES ACADÈMIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113311/guia_docent_docnet","Segon quadrimestre","Prac Externes","24.0","Quart curs"
"1739305148-1224","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904301","TREBALL DE FI DE GRAU I (G.FiC)","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113087/guia_docent_docnet","Anual","TFG","6.0","Quart curs"
"1739305148-1225","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904302","TREBALL DE FI DE GRAU II (G.ADE)","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114304/guia_docent_docnet","Anual","TFG","6.0","Quart curs"
"1739305148-1226","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904209","COMPTABILITAT I FISCALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115125/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305148-1227","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904208","CONSOLIDACIÓ D'ESTATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115977/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305148-1228","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904206","CONTROL DE GESTIÓ I SISTEMES D'INFORMACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113496/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305148-1229","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904212","DRET DELS MERCATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113314/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305148-1230","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904218","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115627/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305148-1231","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904219","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115122/guia_docent_docnet","Segon quadrimestre","Optativa","12.0","Optatives"
"1739305148-1232","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904220","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT III","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113107/guia_docent_docnet","Segon quadrimestre","Optativa","12.0","Optatives"
"1739305148-1233","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904228","FINANCES SOSTENIBLES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114306/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305148-1234","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904210","GESTIÓ DEL RISC EN LES OPERACIONS FINANCERES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113306/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305148-1235","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904213","HISTÒRIA ECONÒMICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113088/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305148-1236","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","16904224","JOCS D'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114783/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739305153-1237","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924122","ARQUITECTURES PER A APLICACIONS EN XARXA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/115177/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305153-1238","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924125","ENGINYERIA DE LLOCS WEB","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/115178/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305153-1239","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924127","APLICACIONS I SERVEIS MÒBILS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/116033/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305153-1240","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924115","ESTRUCTURES DE DADES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/114355/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305153-1241","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924123","SEGURETAT EN XARXES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113119/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305153-1242","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924110","DIRECCIÓ ESTRATÈGICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113117/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1243","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924128","DIRECCIÓ FINANCERA: FINANÇAMENT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/116029/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1244","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924129","ECONOMIA MUNDIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113548/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1245","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924111","GESTIÓ DE LA QUALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/112921/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1246","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924116","INVESTIGACIÓ DE MERCATS I APLICACIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113118/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1247","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924131","MICROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/116030/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1248","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924117","COMPTABILITAT DE GESTIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113549/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1249","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924120","FISCALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/112922/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1250","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924130","MACROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/115676/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1251","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924132","TÈCNIQUES DE DECISIÓ EMPRESARIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/112923/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Quart curs"
"1739305153-1252","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924301","TREBALL DE FI DE GRAU I (G.ADE)","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113120/guia_docent_docnet","Anual","TFG","6.0","Quart curs"
"1739305153-1253","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924126","BASES DE DADES AVANÇADES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/114829/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Cinque curs"
"1739305153-1254","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924135","COMPUTACIÓ UBIQUA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/115680/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Cinque curs"
"1739305153-1255","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924121","DESENVOLUPAMENT AVANÇAT D'APLICACIONS WEB","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/114356/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Cinque curs"
"1739305153-1256","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924138","PROGRAMACIÓ AVANÇADA DE DISPOSITIUS MÒBILS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113121/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Cinque curs"
"1739305153-1257","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924134","TÈCNIQUES AVANÇADES DE PROGRAMACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113122/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Cinque curs"
"1739305153-1258","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924401","PRÀCTIQUES ACADÈMIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/115179/guia_docent_docnet","Segon quadrimestre","Prac Externes","24.0","Cinque curs"
"1739305153-1259","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","16924302","TREBALL DE FI DE GRAU II (G.TDAWIM)","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/115681/guia_docent_docnet","Segon quadrimestre","TFG","12.0","Cinque curs"
"1739305159-1260","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934005","DRET MERCANTIL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/113124/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1261","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934003","ESTADÍSTICA I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/115683/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1262","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934001","INTRODUCCIÓ A LA COMPTABILITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/116075/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1263","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934002","INTRODUCCIÓ A LA MICROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/113123/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1264","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934004","MATEMÀTIQUES I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/115684/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1265","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934008","COMPTABILITAT FINANCERA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/114360/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1266","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934007","INTRODUCCIÓ A LA MACROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112924/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1267","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934013","MATEMÀTIQUES II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/115226/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
