web-scraper-order,web-scraper-start-url,reference
"1740065652-1001","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						) Stuart, Barbara, Analytical techniques in materials conservation , 2007
                        
										
														
								Accés al CRAI"
"1740065652-1002","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Williams, Emily, editor literari /  Peachey, Claire. editor literari, The conservation of archaeological materials : current trends and future directions , 2016
                        
										
														
								Accés al CRAI"
"1740065652-1003","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  Kite, Marion. /  Thomson, Roy., Conservation of leather and related materials, 2006
                        
										
														
								Accés al CRAI"
"1740065652-1004","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  Baglioni, Piero. /  Chelazzi, David. author. /  Giorgi, Rodorico. author., Nanotechnologies in the Conservation of Cultural Heritage A compendium of materials and techniques , 2015
                        
										
														
								Accés al CRAI"
"1740065652-1005","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Leiggi, Patrick, ed. /  May, Peter (Peter J.), ed., Vertebrate paleontological techniques., 1994
                        
										
														
								Accés al CRAI"
"1740065652-1006","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Gran Bretanya. Museums and Galleries Commission. Conservation Unit, An Introduction to materials, 1992
                        
										
														
								Accés al CRAI"
"1740065652-1007","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						) Macarrón Miguel, Ana María, Conservación del patrimonio cultural : criterios y normativas , DL 2008
                        
										
														
								Accés al CRAI"
"1740065652-1008","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						) Macarrón Miguel, Ana María, Historia de la conservación y la restauración desde la Antigüedad hasta finales del siglo XIX , cop. 1995
                        
										
														
								Accés al CRAI"
"1740065652-1009","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  Macarrón Miguel, Ana María /  González Mozo, Ana. /  Escohotado, Teresa, La conservación y la restauración en el siglo XX , 2011
                        
										
														
								Accés al CRAI"
"1740065652-1010","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Revista
								
													
						)  /  International Institute for Conservation of Historic and Artistic Works., Studies in conservation (Online)
Studies in conservation = Études de conservation., 1952-
                        
										
														
								Accés al CRAI"
"1740065652-1011","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Lloc web
								
													
						) Femke Holwerda, Journal of Paleontological Techniques, 
                        
										
							
														
								, Més info"
"1740065657-1012","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113732/guia_docent","(
							
								
								
									Llibre
								
													
						) Callister, William D., Fundamentals of materials science and engineering : an interactive e.text , cop. 2001
                        
										
														
								Accés al CRAI"
"1740065657-1013","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113732/guia_docent","(
							
								
								
									Llibre
								
													
						) Callister, William D., Introducción a la ciencia e ingeniería de los materiales , cop. 2009
                        
										
														
								Accés al CRAI"
"1740065657-1014","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113732/guia_docent","(
							
								
								
									Llibre
								
													
						)  Callister, William D. /  Rethwisch, David G. , autor, Materials science and engineering : an introduction , 2020
                        
										
														
								Accés al CRAI"
"1740065657-1015","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113732/guia_docent","(
							
								
								
									Llibre
								
													
						)  Klein, Cornelis /  Hurlbut, Cornelius S. /  Dana, James Dwight, 1813-1895., Manual de mineralogía : basado en la obra de J.D. Dana , DL 1996-1997
                        
										
														
								Accés al CRAI"
"1740065657-1016","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113732/guia_docent","(
							
								
								
									Llibre
								
													
						)  Pollard, A. M. /  Heron, Carl /  Royal Society of Chemistry (Gran Bretanya), Archaeological Chemistry , 2008
                        
										
														
								Accés al CRAI"
"1740065657-1017","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113732/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Pollard, A. M., Analytical chemistry in archaeology , 2007
                        
										
														
								Accés al CRAI"
"1740065663-1018","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114914/guia_docent","(
							
								
								
									Llibre
								
													
						) Reynolds, Peter J., Arqueologia experimental, una perspectiva de futur , 1988
                        
										
														
								Accés al CRAI"
"1740065663-1019","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114914/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Morgado Rodríguez, Antonio, ed. /  Baena Preysler, Javier, ed. /  García González, David, ed. /  Universidad de Granada. Departamento de Prehistoria. /  Universidad Autónoma de Madrid. Departamento de Prehistoria y Arqueología. /  Asociación Española de Arqueología Experimental, La Investigación experimental aplicada a la arqueología , 2011
                        
										
														
								Accés al CRAI"
"1740065663-1020","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114914/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Ramos, Maria Lluïsa. /  González Urquijo, Jesús Emilio. /  Baena Preysler, Javier. /  Asociación española de arqueología experimental, Arqueología experimental en la Península Ibérica : investigación, didáctica y patrimonio , 2007
                        
										
														
								Accés al CRAI"
"1740065663-1021","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114914/guia_docent","(
							
								
									Altres
								
								
													
						)  /  Planel, Philippe G., 1948-, ed. /  Stone, Peter G., 1957- ed. /  World Archaeological Congress (3rd : 1994 : New Delhi, Índia), The constructed past : experimental archaeology, education and the public , 1999
                        
										
														
								Accés al CRAI"
