web-scraper-order,web-scraper-start-url,reference
"1740065613-903","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","(
							
								
								
									Llibre
								
													
						) Martínez-Álvarez, J. A., Mapas geológicos : explicación e interpretación , 1981
                        
										
														
								Accés al CRAI"
"1740065613-904","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","(
							
								
								
									Llibre
								
													
						)  Meléndez, Bermudo /  Fuster Casas, José María., Geologia , 1981
                        
										
														
								Accés al CRAI"
"1740065613-905","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Riba i Arderiu, Oriol, 1923-2011, dir. /  Institut d'Estudis Catalans., Diccionari de geologia , 1997
                        
										
														
								Accés al CRAI"
"1740065613-906","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","(
							
								
								
									Llibre
								
													
						)  Pedraza Gilsanz, Javier de /  Carrasco González, Rosa María, Geomorfología : principios, métodos y aplicaciones , cop. 1996
                        
										
														
								Accés al CRAI"
"1740065613-907","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","(
							
								
								
									Llibre
								
													
						)  Pickering, K. T. (Kevin T.) /  Owen, Lewis A., An introduction to global environmental issues , 1997
                        
										
														
								Accés al CRAI"
"1740065613-908","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","(
							
								
								
									Llibre
								
													
						) Schiffer, Michael B., Formation processes of the archaeological record , 1996
                        
										
														
								Accés al CRAI"
"1740065613-909","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","(
							
								
								
									Llibre
								
													
						) Waters, Michael R., Principles of geoarchaeology : a North American perspective , cop. 1992
                        
										
														
								Accés al CRAI"
"1740065619-910","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						) Banning, E. B. (Edward Bruce), The Archaeologist's laboratory : the analysis of archaeological data , 2000
                        
										
														
								Accés al CRAI"
"1740065619-911","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						) Baxter, M. J., Exploratory multivariate analysis in archaeology , 1994
                        
										
														
								Accés al CRAI"
"1740065619-912","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						)  Buck, Caitlin E. /  Litton, Clifford D. /  Cavanagh, William G., The Bayesian approach to interpreting archaeological data , 1996
                        
										
														
								Accés al CRAI"
"1740065619-913","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						) Drennan, Robert D., Statistics for archaeologists : a commonsense approach , 2010
                        
										
														
								Accés al CRAI"
"1740065619-914","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						)  Fletcher, Mike /  Lock, G. R. (Gary R.), Digging numbers elementary statistics for archaeologists , 2005
                        
										
														
								Accés al CRAI"
"1740065619-915","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						) Haining, Robert P., Spatial data analysis : theory and practice , 2003
                        
										
														
								Accés al CRAI"
"1740065619-916","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Martínez-González, Miguel Ángel, 1957- editor literari /  Sánchez-Villegas, Almudena, editor literari /  Toledo Atucha, Estefanía , editor literari /  Faulín, Francisco Javier, editor literari, Bioestadística amigable , 2020
                        
										
														
								Accés al CRAI"
"1740065619-917","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						)  Orton, Clive /  Fernández Martínez, Víctor M., traductor, Orton, Clive, 1944- Mathematics in archaeology
Matemáticas para arqueólogos , 1988
                        
										
														
								Accés al CRAI"
"1740065619-918","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						) Shennan, Stephen., Quantifying archaeology , cop. 1997
                        
										
														
								Accés al CRAI"
"1740065619-919","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						) Shennan, Stephen., Arqueología cuantitativa , cop. 1992
                        
										
														
								Accés al CRAI"
"1740065619-920","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						)  Sokal, Robert R. /  Rohlf, F. James, 1936-, Introducción a la bioestadística , 1980
                        
										
														
								Accés al CRAI"
"1740065619-921","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						)  Sokal, Robert R. /  Rohlf, F. James, 1936-, Biometry : the principles and practice of statistics in biological research , cop. 2012
                        
										
														
								Accés al CRAI"
"1740065619-922","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
								
									Llibre
								
													
						)  Spiegel, Murray R. /  Stephens, Larry J. /  Pineda Ayala, Leticia Esther, Estadística , cop. 2002
                        
										
														
								Accés al CRAI"
"1740065619-923","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","(
							
								
									Altres
								
								
													
						)  Del Bove, Antonietta; Profico, Antonio; Riga, Alessandro; Bucchi, Ana; Lorenzo, Carlos; /  Universitat Rovira i Virgili, A geometric morphometric approach to the study of sexual dimorphism in the modern human frontal bone, 2020
                        
										
														
								Accés al CRAI"
"1740065624-924","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						)  Lyman, R. Lee. /  Cambridge University Press., Vertebrate taphonomy , 1994
                        
										
														
								Accés al CRAI"
"1740065624-925","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
									Altres
								
								
													
						) , Fossils in the making : vertebrate taphonomy and paleoecology , cop. 1980
                        
										
														
								Accés al CRAI"
"1740065624-926","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						) Binford, Lewis Roberts, Bones : ancient men and modern myths, cop. 1981
                        
										
														
								Accés al CRAI"
"1740065624-927","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						) Binford, Lewis Roberts, Nunamiut ethnoarchaeology , cop. 2012
                        
										
														
								Accés al CRAI"
"1740065624-928","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						)  Binford, Lewis Roberts /  Cherry, John F., ed. /  Torrence, Robin, ed., En busca del pasado : descifrando el registro arqueológico , cop. 1988
                        
										
														
								Accés al CRAI"
"1740065624-929","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						)  Reitz, Elizabeth Jean /  Wing, Elizabeth S., Zooarchaeology , 1999
                        
										
														
								Accés al CRAI"
"1740065624-930","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						) Russell, Nerissa, Social zooarchaeology : humans and animals in prehistory , 2012
                        
										
														
								Accés al CRAI"
"1740065624-931","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						) Brain, C. K., The Hunters or the Hunted? : an introduction to African Cave Taphonomy , 1981
                        
										
														
								Accés al CRAI"
"1740065624-932","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						) Shipman, Pat, Life history of a fossil : an introduction to taphonomy and paleoecology , 1981
                        
										
														
								Accés al CRAI"
"1740065624-933","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						) Behrensmeyer, Anna K., Terrestrial ecosystems through time : evolutionary paleoecology of terrestrial plants and animals , cop. 1992
                        
										
														
								Accés al CRAI"
"1740065624-934","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						) Binford, Lewis Roberts, Faunal remains from Klasies River mouth , 1984
                        
										
														
								Accés al CRAI"
"1740065624-935","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Haglund, William D. /  Sorg, Marcella H., Advances in forensic taphonomy : method, theory, and archaeological perspectives , cop. 2002
                        
										
														
								Accés al CRAI"
"1740065628-936","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						) Andrefsky, William, Lithics : macroscopic approaches to analysis , 1998
                        
										
														
								Accés al CRAI"
"1740065628-937","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
									Altres
								
								
													
						) Carbonell, Eudald. /  Réunion Internationale des Systèmes Techniques de Configuration d'objets lithiques peu élaborés (1era : Montblanc), New elements of the logical analytics system : First International Meeting on Technical Systems to configure Lithic Objects of scare elaboration = Des nou veaux éléments du système logique analytique : Première Réunion Internationale des Systèmes Techniques de Configuration d'objets lithiques peu élaborés , DL 1992
                        
										
														
								Accés al CRAI"
"1740065628-938","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						) Bordes, François, Typologie du Paleolithique ancien et moyen , 1988
                        
										
														
								Accés al CRAI"
"1740065628-939","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						)  Debénath, André /  Dibble, Harold L., Lower and Middle Paleolithic of Europe , cop. 1994
                        
										
														
								Accés al CRAI"
"1740065628-940","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						)  Djindjian, François. /  Kozlowski, Janusz /  Otte, Marcel., Le Paléolithique supérieur en Europe , cop. 1999
                        
										
														
								Accés al CRAI"
"1740065628-941","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Gibson, Kathleen Rita, ed. /  Ingold, Tim, 1948- ed., Tools, language and cognition in human evolution , 1993
                        
										
														
								Accés al CRAI"
"1740065628-942","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						)  Inizan, Marie-Louise. /  Roche, Hélène, Technology of knapped stone : followed by a multilingual vocabulary arabic, english, french, german, greek, italian, russian, spanish , 1992
                        
										
														
								Accés al CRAI"
"1740065628-943","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Knecht, Heidi, ed., Projectile technology , Plenum Press
                        
										
														
								Accés al CRAI"
"1740065628-944","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						) Luedtke, Barbara E., An Archaeologist's guide to chert and flint , 1992
                        
										
														
								Accés al CRAI"
"1740065628-945","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						)  Schick, Kathy Diane /  Toth, Nicholas, Making silent stones speak : human evolution and the dawn of technology , 1994
                        
										
														
								Accés al CRAI"
"1740065628-946","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						)  Semenov, S. A. /  Vila i Mitjà, Assumpció, pr., rev., Tecnología prehistórica : estudio de las herramientas y objetos antiguos a través de las huellas de uso , 1981
                        
										
														
								Accés al CRAI"
"1740065628-947","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						) Whittaker, John C., Flintknapping : making and understanding stone tools , 1994
                        
										
														
								Accés al CRAI"
"1740065628-948","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						) Baena Preysler, Javier, Tecnología lítica experimental : introducción a la talla de utillaje prehistórico , 1998
                        
										
														
								Accés al CRAI"
"1740065628-949","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
								
									Llibre
								
													
						) Boëda, Eric, Le Concept Levallois : variabilité des methodes , 1994
                        
										
														
								Accés al CRAI"
"1740065628-950","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","(
							
								
									Altres
								
								
													
						)  Merino, José María /  Sociedad de Ciencias Aranzadi, Tipología lítica , 1980 2a Ed.
                        
										
														
								Accés al CRAI"
"1740065634-951","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Revista
								
													
						) Carbonell, E., J. M. Bermúdez de Castro, J. L. Arsuaga, J. C. Díez, A. Rosas, G. Cuenca-Bescós, R. Sala, M. Mosquera, i X. P. Rodríguez, Lower Pleistocene hominids and artifacts from Atapuerca-TD6 (Spain), 1995"
"1740065634-952","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Llibre
								
													
						) Villaverde, V. , Los últimos cazadores. Transformaciones culturales y económicas durante el Tardiglaciar y el inicio del Holoceno en el ámbito mediterráneo, 1995"
"1740065634-953","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Revista
								
													
						) Santonja, M., P. Villa, The Lower Palaeolithic of Spain and Portugal, 1990"
"1740065634-954","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Llibre
								
													
						) López García, Pilar., El Neolítico en España , 1988
                        
										
														
								Accés al CRAI"
"1740065634-955","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Barandiarán, Ignacio., Prehistoria de la Península Ibérica , 2007
                        
										
														
								Accés al CRAI"
"1740065634-956","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Llibre
								
													
						)  Estévez Escalera, Jordi. /  Vila i Mitjà, Assumpció., Piedra a piedra : historia de la construcción del paleolítico en la Península Ibérica , 1999
                        
										
														
								Accés al CRAI"
"1740065634-957","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Carbonell, Eudald, ed. /  Vaquero, Manuel, ed., The Last Neandertals, the first anatomically modern humans : a tale about the human diversity : cultural change and human evolution: the crisis at 40 KA BP , 1996
                        
										
														
								Accés al CRAI"
"1740065634-958","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Llibre
								
													
						) V. Cabrera, El origen del hombre moderno en el suroeste de Europa, 1993"
"1740065634-959","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Fullola Pericot, Josep M. (Josep Maria), 1953- ed. /  Soler i Masferrer, Narcís, 1948- ed. /  Centre d'Investigacions Arqueològiques de Girona., El Món mediterrani després del pleniglacial : 18000-12000 bp : col·loqui, Banyoles 1995 , 1997
                        
										
														
								Accés al CRAI"
"1740065634-960","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","(
							
								
								
									Revista
								
													
						) Villaverde, V., J. E. Aura, C. M. Barton, The Upper Paleolithic in Mediterranean Spain: A review of current evidence, 1998"
"1740065639-961","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Bonnichsen, Robson /  Turnmire, Karen L. /  Oregon State University. Center for the Study of the First Americans., Ice age people of North America : environments, origins, and adaptations , cop. 1999
                        
										
														
								Accés al CRAI"
"1740065639-962","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Hester, Thomas R. /  Laurencich Minelli, Laura. /  Salvatori, Sandro /  International Union of Prehistoric and Protohistoric Sciences., The Prehistory of the Americas , cop. 1996
                        
										
														
								Accés al CRAI"
"1740065639-963","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						)  Coe, Michael D. /  Snow, Dean R. /  Benson, Elizabeth P., Atlas cultural de América antigua : civilizaciones precolombinas , DL 2000
                        
										
														
								Accés al CRAI"
"1740065639-964","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						)  Coe, Michael D. /  Koontz, Rex, Mexico : from the Olmecs to the Aztecs , cop. 2002
                        
										
														
								Accés al CRAI"
"1740065639-965","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Fiedel, Stuart J., Prehistoria de América , 1996
                        
										
														
								Accés al CRAI"
"1740065639-966","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						)  Rivera Dorado, Miguel. /  Vidal Lorenzo, María Cristina, Arqueología americana , DL 1992
                        
										
														
								Accés al CRAI"
"1740065639-967","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Davies, Nigel, The Ancient kingdoms of Peru , 1997
                        
										
														
								Accés al CRAI"
"1740065639-968","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Dillehay, Tom D., The Settlement of the Americas : a new prehistory , cop. 2000
                        
										
														
								Accés al CRAI"
"1740065639-969","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Dixon, E. James, Bones, boats & bison : archeology and the first colonization of western North America , cop. 1999
                        
										
														
								Accés al CRAI"
"1740065639-970","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Fagan, Brian M., Ancient North America : the archaeology of a continent , 2000
                        
										
														
								Accés al CRAI"
"1740065639-971","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						)  Longhena, María. /  Santos, Domingo, 1941-, México antiguo : historia y cultura de los mayas, aztecas y otros pueblos precolombinos , cop. 1998
                        
										
														
								Accés al CRAI"
"1740065639-972","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Schobinger, Juan., Prehistoria de Sudamérica : culturas precerámicas , cop. 1988
                        
										
														
								Accés al CRAI"
"1740065639-973","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  West, Frederick Hadleigh, ed. /  West, Constance F., American beginnings : the prehistory and palaeoecology of Beringia , 1996
                        
										
														
								Accés al CRAI"
"1740065639-974","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Haynes, Gary, The Early settlement of North America : the Clovis Era , 2002
                        
										
														
								Accés al CRAI"
"1740065639-975","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Schobinger, Juan., Prehistoria de suramérica , cop. 1969
                        
										
														
								Accés al CRAI"
"1740065639-976","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","(
							
								
								
									Llibre
								
													
						) Coe, Michael D., Los Mayas , 1986
                        
										
														
								Accés al CRAI"
"1740065644-977","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Carbonell, Eudald, dir. /  Rodríguez, Xosé Pedro. /  Fundación Atapuerca., Homínidos : las primeras ocupaciones de los continentes , 2005
                        
										
														
								Accés al CRAI"
"1740065644-978","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","(
							
								
								
									Llibre
								
													
						) Carroll, Robert Lynn, Vertebrate paleontology and evolution , cop. 1988
                        
										
														
								Accés al CRAI"
"1740065644-979","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","(
							
								
								
									Llibre
								
													
						) Lars Werdelin and William Joseph Sanders, Cenozoic Mammals of Africa, 2010"
"1740065644-980","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","(
							
								
								
									Llibre
								
													
						) Bienvenido Martínez-Navarro, El sapiens asesino y el ocaso de los neandertales, 2020"
"1740065644-981","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","(
							
								
								
									Llibre
								
													
						) Bienvenido Martínez-Navarro / Robert Sala, Orce: homininos, hienas, mamuts y otras bestias, 2016"
"1740065648-982","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Revista
								
													
						) O’Connell, J.F.; Hawkes, K. y Blurton Jones, N. , Hadza Hunting, Butchering, and Bone Transport and Their Archaeological Implications, 1988"
"1740065648-983","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Altres
								
													
						) Lewis R. Binford, Willow Smoke and Dogs’ Tails: Hunter-Gatherer Settlement Systems and Archaeological Site Formation, 1980"
"1740065648-984","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Llibre
								
													
						) Gamble, C. S. /  Boismier, W. A., Ethnoarchaeological approaches to mobile campsites , cop 1991
                        
										
														
								Accés al CRAI"
"1740065648-985","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Llibre
								
													
						) González Ruibal, Alfredo., La Experiencia del Otro : una introducción a la etnoarqueología , 2003
                        
										
														
								Accés al CRAI"
"1740065648-986","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Gould, Richard A., ed. /  School of American Research (Santa Fe, Nou Mèxic), Explorations in ethnoarchaeology , cop. 1978
                        
										
														
								Accés al CRAI"
"1740065648-987","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Llibre
								
													
						) W. A. Longacre, Ceramic ethnoarchaeology , 2016
                        
										
														
								Accés al CRAI"
"1740065648-988","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Llibre
								
													
						) Yellen, John E., Archaeological approaches to the present : models for reconstructing the past, 1977
                        
										
														
								Accés al CRAI"
"1740065648-989","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Llibre
								
													
						) Binford, Lewis Roberts, Nunamiut ethnoarchaeology , cop. 2012
                        
										
														
								Accés al CRAI"
"1740065648-990","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","(
							
								
								
									Llibre
								
													
						)  David, Nicholas /  Kramer, Carol, 1943-2002 ., Ethnoarchaeology in action , cop. 2001
                        
										
														
								Accés al CRAI"
"1740065652-991","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Revista
								
													
						) , Journal of cultural heritage (Online)
Journal of cultural heritage., 2000
                        
										
														
								Accés al CRAI"
"1740065652-992","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  Matteini, Mauro. /  Matteini, Mauro. /  Moles, Arcangelo., La química en la restauración : los materiales del arte pictórico , 2001
                        
										
														
								Accés al CRAI"
"1740065652-993","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Revista
								
													
						)  /  Università di Bologna. Dipartimento di storie e metodi per la conservazione dei beni culturali. /  Università di Palermo. Centro interdipartimentale di ricerca in ingegneria dell'automazione e dei sistemi., Conservation Science in Cultural Heritage (Online)
Conservation science in cultural heritage : historical-technical journal., 2007
                        
										
														
								Accés al CRAI"
"1740065652-994","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  White, Thomas D. /  Folkens, Pieter A., autor /  Black, Michael T., autor, Human osteology , 2012
                        
										
														
								Accés al CRAI"
"1740065652-995","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Collins, Chris, ed., The care and conservation of palaeontological material , 1995
                        
										
														
								Accés al CRAI"
"1740065652-996","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  Cronyn, J. M. /  Robinson, Wendy S., The Elements of archaeological conservation , 1990
                        
										
														
								Accés al CRAI"
"1740065652-997","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  David, René /  Desclaux, Michel, Pour copie conforme : les tecniques de moulage en paléontologie, en préhistoire et en archéologie historique , 1992
                        
										
														
								Accés al CRAI"
"1740065652-998","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  Delpech, Jean-Pierre /  Figueres, Marc-André, Le guide du moulage , 2007
                        
										
														
								Accés al CRAI"
"1740065652-999","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						)  García Fortes, Salvador . /  Flos Travieso, Núria., Conservación y restauración de bienes arqueológicos , DL 2008
                        
										
														
								Accés al CRAI"
"1740065652-1000","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","(
							
								
								
									Llibre
								
													
						) Horie, C. V. (Charles Velson), Materials for conservation : organic consolidants, adhesives and coatings , 2010
                        
										
														
								Accés al CRAI"
