web-scraper-order,web-scraper-start-url,version,code,url,url-href,period,type,credits,year
"1739375240-1920","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204215","ALIMENTS TRANSGÈNICS","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/116095/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Quart curs"
"1739375240-1921","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204251","EINES PER EMPRENDRE","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/116094/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375240-1922","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204226","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 2","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/116098/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Quart curs"
"1739375240-1923","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204207","IMMUNOLOGIA CLÍNICA","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/116576/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Quart curs"
"1739375240-1924","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204127","PROCESSOS I PRODUCTES BIOTECNOLÒGICS","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/116093/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Quart curs"
"1739375240-1925","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204401","PRÀCTIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/113572/guia_docent_docnet","Segon quadrimestre","Prac Externes","12.0","Quart curs"
"1739375240-1926","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204236","SEGURETAT ALIMENTÀRIA","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/114344/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Quart curs"
"1739375240-1927","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204301","TREBALL DE FI DE GRAU","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/116105/guia_docent_docnet","Segon quadrimestre","TFG","9.0","Quart curs"
"1739375240-1928","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/gestionar","Presencial","19204229","VIROLOGIA","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3401/assignatures/115746/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Quart curs"
"1739375243-1929","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/gestionar","Virtual","18615108","BIOÈTICA I INVESTIGACIÓ EN CIÈNCIES DELS CUIDATGES","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/112740/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375243-1930","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/gestionar","Virtual","18615111","DISSENY DE PROJECTES DE RECERCA I COMUNICACIÓ CIENTÍFICA DE RESULTATS","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/115743/guia_docent_docnet","Primer quadrimestre","Obligatòria","2.0","Primer curs"
"1739375243-1931","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/gestionar","Virtual","18615112","INSTRUMENTS DE RECERCA BIBLIOGRÀFICA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/115699/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375243-1932","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/gestionar","Virtual","18615109","INVESTIGACIÓ EN INFERMERIA DES DE LA PERSPECTIVA DE GÈNERE","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/116532/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375243-1933","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/gestionar","Virtual","18615110","INVESTIGACIÓ EN INFERMERIA FAMILIAR: TRANSICIÓ FAMÍLIA I SALUT","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/114341/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375243-1934","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/gestionar","Virtual","18615210","INVESTIGACIÓ APLICADA EN L'EDUCACIÓ PER A LA SALUT","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/113566/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375243-1935","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/gestionar","Virtual","18615107","INVESTIGACIÓ EN CULTURA I CUIDATGE","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/113906/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739375243-1936","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/gestionar","Virtual","18615204","INVESTIGACIÓ, GESTIÓ I LIDERATGE EN CUIDATGES","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3455/assignatures/116533/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
