web-scraper-order,web-scraper-start-url,coordinators,coordinators-href
"1740066688-273","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116895/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740066688-274","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116895/guia_docent","Ponce Alifonso,  Francisco Javier","http://www.urv.cat/html/docencia-per-centre/general-I1809.php"
"1740066688-275","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116895/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740066694-276","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116874/guia_docent","Casamitjana Olive,  Ramon","http://www.urv.cat/html/docencia-per-centre/general-I15843.php"
"1740066694-277","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116874/guia_docent","Pié Dols,  Laia","http://www.urv.cat/html/docencia-per-centre/general-I13744.php"
"1740066694-278","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116874/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740066694-279","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116874/guia_docent","Roig Figueras,  Ricard","http://www.urv.cat/html/docencia-per-centre/general-I102934.php"
"1740066694-280","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116874/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740066700-281","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116963/guia_docent","Fernández Bariviera,  Aurelio","http://www.urv.cat/html/docencia-per-centre/general-I10132.php"
"1740066700-282","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116963/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740066700-283","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116963/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740066700-284","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116963/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740066700-285","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116963/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740066706-286","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116793/guia_docent","Ginieis Iribarren,  Matías Carlos","http://www.urv.cat/html/docencia-per-centre/general-I21926.php"
"1740066706-287","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116793/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740066706-288","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116793/guia_docent","Rodríguez Merayo,  María Araceli","http://www.urv.cat/html/docencia-per-centre/general-I5066.php"
"1740066706-289","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116793/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740066706-290","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116793/guia_docent","Valderrama Nolla,  Meritxell","http://www.urv.cat/html/docencia-per-centre/general-I103304.php"
"1740066712-291","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116894/guia_docent","Carles Lavila,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1759.php"
"1740066712-292","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116894/guia_docent","Llop Llop,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I1726.php"
"1740066712-293","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116894/guia_docent","Minguet Fernandez,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I98393.php"
"1740066712-294","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116894/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740066718-295","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Casas Criado,  Raquel","http://www.urv.cat/html/docencia-per-centre/general-I7403.php"
"1740066718-296","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Corbella Domènech,  Teresa","http://www.urv.cat/html/docencia-per-centre/general-I7058.php"
"1740066718-297","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Esteve Tarrago,  Anna","http://www.urv.cat/html/docencia-per-centre/general-I110178.php"
"1740066718-298","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740066718-299","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Moreno Ordoñez,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I31266.php"
"1740066718-300","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116780/guia_docent","Pastor Mateo,  Adrian","http://www.urv.cat/html/docencia-per-centre/general-I64009.php"
"1740066724-301","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116794/guia_docent","Cobas Arnau,  Alexandra","http://www.urv.cat/html/docencia-per-centre/general-I95293.php"
"1740066724-302","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116794/guia_docent","Gonzales Bustos,  Juan Pablo","http://www.urv.cat/html/docencia-per-centre/general-I32601.php"
"1740066724-303","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116794/guia_docent","Llanes Del Barrio,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I14292.php"
"1740066730-304","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/117621/guia_docent","Molina Perea,  Francesc Xavier","http://www.urv.cat/html/docencia-per-centre/general-I74071.php"
"1740066736-305","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116877/guia_docent","Blanco Simó,  Marc","http://www.urv.cat/html/docencia-per-centre/general-I95253.php"
"1740066742-306","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116967/guia_docent","Galiana Llasat,  Pau Ferran","http://www.urv.cat/html/docencia-per-centre/general-I13537.php"
"1740066748-307","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116899/guia_docent","Navas Portella,  Víctor","http://www.urv.cat/html/docencia-per-centre/general-I102593.php"
"1740066755-308","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116796/guia_docent","Sardà Pons,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I837.php"
"1740066761-309","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116898/guia_docent","Homedes Martí,  Òscar","http://www.urv.cat/html/docencia-per-centre/general-I94554.php"
"1740066767-310","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116920/guia_docent","Segarra Blasco,  Antoni","http://www.urv.cat/html/docencia-per-centre/general-I76739.php"
"1740066773-311","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116897/guia_docent","Callau Mascarell,  Lorenzo","http://www.urv.cat/html/docencia-per-centre/general-I31644.php"
"1740066779-312","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116919/guia_docent","Sardà Pons,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I837.php"
"1740066785-313","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116878/guia_docent","Perez Laborda,  Alejandro","http://www.urv.cat/html/docencia-per-centre/general-I36984.php"
"1740066792-314","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116921/guia_docent","Mora Alarcón,  Luis Miguel","http://www.urv.cat/html/docencia-per-centre/general-I53772.php"
"1740066807-315","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/117284/guia_docent","Muiños Villaverde,  María Jesús","http://www.urv.cat/html/docencia-per-centre/general-I745.php"
"1740066814-316","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Albiol Sánchez,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I28008.php"
"1740066814-317","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Bannikova ,  Marina","http://www.urv.cat/html/docencia-per-centre/general-I32927.php"
"1740066814-318","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Carreras Roig,  Lluís","http://www.urv.cat/html/docencia-per-centre/general-I1882.php"
"1740066814-319","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Soldevila Lafon,  Maria Victòria","http://www.urv.cat/html/docencia-per-centre/general-I8330.php"
"1740066814-320","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Uceda Taramona,  David","http://www.urv.cat/html/docencia-per-centre/general-I26937.php"
"1740066814-321","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Zelu ,  Barbara Ama","http://www.urv.cat/html/docencia-per-centre/general-I102153.php"
"1740066821-322","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","Bonillo Alcaina,  Isaac","http://www.urv.cat/html/docencia-per-centre/general-I66971.php"
"1740066821-323","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","Coll Garrido,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I101153.php"
"1740066821-324","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","Guarimata Salinas,  Génesis María","http://www.urv.cat/html/docencia-per-centre/general-I72514.php"
"1740066821-325","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","López Panisello,  Ma. Belén","http://www.urv.cat/html/docencia-per-centre/general-I7351.php"
"1740066821-326","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","Vallduví Botet,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I9014.php"
"1740066827-327","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116795/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740066827-328","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116795/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740066827-329","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116795/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740066827-330","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116795/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740066833-331","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116966/guia_docent","Bové Sans,  Miquel Angel","http://www.urv.cat/html/docencia-per-centre/general-I495.php"
"1740066833-332","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116966/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740066833-333","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116966/guia_docent","Ponce Alifonso,  Francisco Javier","http://www.urv.cat/html/docencia-per-centre/general-I1809.php"
"1740066833-334","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116966/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740066840-335","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116965/guia_docent","Casamitjana Olive,  Ramon","http://www.urv.cat/html/docencia-per-centre/general-I15843.php"
"1740066840-336","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116965/guia_docent","Pié Dols,  Laia","http://www.urv.cat/html/docencia-per-centre/general-I13744.php"
"1740066840-337","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116965/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740066840-338","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116965/guia_docent","Roig Figueras,  Ricard","http://www.urv.cat/html/docencia-per-centre/general-I102934.php"
"1740066840-339","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116965/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740066846-340","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116758/guia_docent","Fernández Bariviera,  Aurelio","http://www.urv.cat/html/docencia-per-centre/general-I10132.php"
"1740066846-341","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116758/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740066846-342","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116758/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740066846-343","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116758/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740066846-344","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116758/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740066853-345","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116918/guia_docent","Ginieis Iribarren,  Matías Carlos","http://www.urv.cat/html/docencia-per-centre/general-I21926.php"
"1740066853-346","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116918/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740066853-347","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116918/guia_docent","Rodríguez Merayo,  María Araceli","http://www.urv.cat/html/docencia-per-centre/general-I5066.php"
"1740066853-348","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116918/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740066853-349","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116918/guia_docent","Valderrama Nolla,  Meritxell","http://www.urv.cat/html/docencia-per-centre/general-I103304.php"
"1740066860-350","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116781/guia_docent","Carles Lavila,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1759.php"
"1740066860-351","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116781/guia_docent","Llop Llop,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I1726.php"
"1740066860-352","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116781/guia_docent","Minguet Fernandez,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I98393.php"
"1740066860-353","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116781/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740066866-354","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Casas Criado,  Raquel","http://www.urv.cat/html/docencia-per-centre/general-I7403.php"
"1740066866-355","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Corbella Domènech,  Teresa","http://www.urv.cat/html/docencia-per-centre/general-I7058.php"
"1740066866-356","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Esteve Tarrago,  Anna","http://www.urv.cat/html/docencia-per-centre/general-I110178.php"
"1740066866-357","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740066866-358","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Moreno Ordoñez,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I31266.php"
"1740066866-359","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Pastor Mateo,  Adrian","http://www.urv.cat/html/docencia-per-centre/general-I64009.php"
"1740066873-360","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116896/guia_docent","Cobas Arnau,  Alexandra","http://www.urv.cat/html/docencia-per-centre/general-I95293.php"
"1740066873-361","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116896/guia_docent","Gonzales Bustos,  Juan Pablo","http://www.urv.cat/html/docencia-per-centre/general-I32601.php"
"1740066873-362","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116896/guia_docent","Llanes Del Barrio,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I14292.php"
"1740066880-363","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/117242/guia_docent","Abelló Pellicer,  Carles","http://www.urv.cat/html/docencia-per-centre/general-I462.php"
"1740066880-364","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/117242/guia_docent","Coll Garrido,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I101153.php"
"1740066880-365","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/117242/guia_docent","Setó Pamies,  Maria Dolores","http://www.urv.cat/html/docencia-per-centre/general-I1950.php"
"1740066888-366","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Albiol Sánchez,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I28008.php"
"1740066888-367","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Bannikova ,  Marina","http://www.urv.cat/html/docencia-per-centre/general-I32927.php"
"1740066888-368","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Carreras Roig,  Lluís","http://www.urv.cat/html/docencia-per-centre/general-I1882.php"
"1740066888-369","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Soldevila Lafon,  Maria Victòria","http://www.urv.cat/html/docencia-per-centre/general-I8330.php"
"1740066888-370","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Uceda Taramona,  David","http://www.urv.cat/html/docencia-per-centre/general-I26937.php"
"1740066888-371","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Zelu ,  Barbara Ama","http://www.urv.cat/html/docencia-per-centre/general-I102153.php"
"1740066894-372","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116778/guia_docent","Bonillo Alcaina,  Isaac","http://www.urv.cat/html/docencia-per-centre/general-I66971.php"
"1740066894-373","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116778/guia_docent","Coll Garrido,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I101153.php"
"1740066894-374","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116778/guia_docent","Guarimata Salinas,  Génesis María","http://www.urv.cat/html/docencia-per-centre/general-I72514.php"
"1740066894-375","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116778/guia_docent","López Panisello,  Ma. Belén","http://www.urv.cat/html/docencia-per-centre/general-I7351.php"
"1740066894-376","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116778/guia_docent","Vallduví Botet,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I9014.php"
"1740066900-377","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116792/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740066900-378","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116792/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740066900-379","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116792/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740066900-380","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116792/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740066906-381","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116960/guia_docent","Bové Sans,  Miquel Angel","http://www.urv.cat/html/docencia-per-centre/general-I495.php"
"1740066906-382","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116960/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740066906-383","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116960/guia_docent","Ponce Alifonso,  Francisco Javier","http://www.urv.cat/html/docencia-per-centre/general-I1809.php"
"1740066906-384","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116960/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740066912-385","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116893/guia_docent","Casamitjana Olive,  Ramon","http://www.urv.cat/html/docencia-per-centre/general-I15843.php"
"1740066912-386","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116893/guia_docent","Pié Dols,  Laia","http://www.urv.cat/html/docencia-per-centre/general-I13744.php"
"1740066912-387","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116893/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740066912-388","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116893/guia_docent","Roig Figueras,  Ricard","http://www.urv.cat/html/docencia-per-centre/general-I102934.php"
"1740066912-389","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116893/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740066919-390","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116791/guia_docent","Fernández Bariviera,  Aurelio","http://www.urv.cat/html/docencia-per-centre/general-I10132.php"
"1740066919-391","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116791/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740066919-392","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116791/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740066919-393","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116791/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740066919-394","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116791/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740066926-395","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116892/guia_docent","Ginieis Iribarren,  Matías Carlos","http://www.urv.cat/html/docencia-per-centre/general-I21926.php"
"1740066926-396","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116892/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740066926-397","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116892/guia_docent","Rodríguez Merayo,  María Araceli","http://www.urv.cat/html/docencia-per-centre/general-I5066.php"
"1740066926-398","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116892/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740066926-399","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116892/guia_docent","Valderrama Nolla,  Meritxell","http://www.urv.cat/html/docencia-per-centre/general-I103304.php"
"1740066932-400","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116756/guia_docent","Carles Lavila,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1759.php"
"1740066932-401","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116756/guia_docent","Llop Llop,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I1726.php"
"1740066932-402","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116756/guia_docent","Minguet Fernandez,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I98393.php"
"1740066932-403","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116756/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740066939-404","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Casas Criado,  Raquel","http://www.urv.cat/html/docencia-per-centre/general-I7403.php"
"1740066939-405","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Corbella Domènech,  Teresa","http://www.urv.cat/html/docencia-per-centre/general-I7058.php"
"1740066939-406","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Esteve Tarrago,  Anna","http://www.urv.cat/html/docencia-per-centre/general-I110178.php"
"1740066939-407","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740066939-408","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Moreno Ordoñez,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I31266.php"
"1740066939-409","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Pastor Mateo,  Adrian","http://www.urv.cat/html/docencia-per-centre/general-I64009.php"
