web-scraper-order,web-scraper-start-url,coordinators,coordinators-href
"1740067283-547","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116925/guia_docent","Gómez Jiménez,  Sergio","http://www.urv.cat/html/docencia-per-centre/general-I599.php"
"1740067295-548","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116958/guia_docent","Zambrana Segui,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I111834.php"
"1740067314-549","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116837/guia_docent","Blanco Justicia,  Alberto","http://www.urv.cat/html/docencia-per-centre/general-I30844.php"
"1740067346-550","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116924/guia_docent","Arenas Moreno,  Alejandro","http://www.urv.cat/html/docencia-per-centre/general-I607.php"
"1740067360-551","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116733/guia_docent","Vinaixa Crevillent,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I7897.php"
"1740067438-552","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","Gómez Jiménez,  Sergio","http://www.urv.cat/html/docencia-per-centre/general-I599.php"
"1740067465-553","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/117804/guia_docent","Samper Sosa,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I20399.php"
"1740067472-554","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","Genís Viñals,  Mariona","http://www.urv.cat/html/docencia-per-centre/general-I83532.php"
"1740067478-555","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","Miralles Jori,  Roger","http://www.urv.cat/html/docencia-per-centre/general-I13563.php"
"1740067478-556","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","Valero Macip,  Júlia","http://www.urv.cat/html/docencia-per-centre/general-I64491.php"
"1740067483-557","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116930/guia_docent","Herrera Gómez,  Blas","http://www.urv.cat/html/docencia-per-centre/general-I624.php"
"1740067490-558","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","Toldra Domingo,  Jose Maria","http://www.urv.cat/html/docencia-per-centre/general-I15094.php"
"1740067498-559","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","Toldra Domingo,  Jose Maria","http://www.urv.cat/html/docencia-per-centre/general-I15094.php"
"1740067504-560","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116931/guia_docent","Samper Sosa,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I20399.php"
"1740067509-561","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116907/guia_docent","Genís Viñals,  Mariona","http://www.urv.cat/html/docencia-per-centre/general-I83532.php"
"1740067513-562","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116825/guia_docent","Miralles Jori,  Roger","http://www.urv.cat/html/docencia-per-centre/general-I13563.php"
"1740067513-563","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116825/guia_docent","Valero Macip,  Júlia","http://www.urv.cat/html/docencia-per-centre/general-I64491.php"
"1740067519-564","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116823/guia_docent","Fortuny Anguera,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I4141.php"
"1740067524-565","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116728/guia_docent","Toldra Domingo,  Jose Maria","http://www.urv.cat/html/docencia-per-centre/general-I15094.php"
"1740067529-566","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116822/guia_docent","Toldra Domingo,  Jose Maria","http://www.urv.cat/html/docencia-per-centre/general-I15094.php"
"1740067535-567","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116824/guia_docent","Samper Sosa,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I20399.php"
