web-scraper-order,web-scraper-start-url,code,text_url,url,url-href,period,type,credits,year
"1739307232-66","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954003","ORGANITZACIÓ D'EMPRESES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116879/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307232-67","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954006","PRINCIPIS D'ECONOMIA APLICADA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-68","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974005","DRET MERCANTIL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116916/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-69","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974003","ESTADÍSTICA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-70","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974002","INTRODUCCIÓ A L'ECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116830/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-71","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974001","INTRODUCCIÓ A LA COMPTABILITAT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116913/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-72","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974004","MATEMÀTIQUES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116915/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-73","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974008","COMPTABILITAT FINANCERA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116914/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-74","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974007","MACROECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116831/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-75","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974013","MATEMÀTIQUES II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116883/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-76","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974006","ORGANITZACIÓ D'EMPRESES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116798/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-77","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974012","PRINCIPIS D'ECONOMIA APLICADA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307240-78","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974101","SOCIOLOGIA DE L'EMPRESA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116884/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307240-79","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/gestionar","16974108","FONAMENTS DE MÀRQUETING

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/117641/guia_docent","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739307249-80","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984005","DRET MERCANTIL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116940/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-81","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984003","ESTADÍSTICA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116743/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-82","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984002","INTRODUCCIÓ A L'ECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116800/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-83","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984001","INTRODUCCIÓ A LA COMPTABILITAT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116799/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-84","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984004","MATEMÀTIQUES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116939/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-85","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984008","COMPTABILITAT FINANCERA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116742/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-86","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984007","MACROECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116891/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-87","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984013","MATEMÀTIQUES II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116885/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-88","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984006","ORGANITZACIÓ D'EMPRESES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116937/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-89","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984012","PRINCIPIS D'ECONOMIA APLICADA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116938/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307249-90","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984101","SOCIOLOGIA DE L'EMPRESA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116832/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307249-91","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/gestionar","16984108","FONAMENTS DE MÀRQUETING

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/117642/guia_docent","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739307258-92","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964002","DRET ROMÀ","DRET ROMÀ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116934/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-93","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964108","FONAMENTS DE MÀRQUETING

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116912/guia_docent","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739307258-94","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964004","HABILITATS DEL JURISTA","HABILITATS DEL JURISTA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116886/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-95","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964007","HISTÒRIA DEL DRET","HISTÒRIA DEL DRET","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116887/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-96","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964005","INTRODUCCIÓ A LA COMPTABILITAT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-97","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964006","MATEMÀTIQUES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116881/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-98","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964011","TEORIA DEL DRET","TEORIA DEL DRET","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116936/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-99","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964008","CIÈNCIA POLÍTICA","CIÈNCIA POLÍTICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116888/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-100","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964009","COMPTABILITAT FINANCERA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-101","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964001","CONSTITUCIÓ I SISTEMA DE FONTS","CONSTITUCIÓ I SISTEMA DE FONTS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116739/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-102","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964101","DRET INTERNACIONAL PÚBLIC","DRET INTERNACIONAL PÚBLIC","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116935/guia_docent_docnet","Segon quadrimestre","Obligatòria","8.0","Primer curs"
"1739307258-103","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964012","MATEMÀTIQUES II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116906/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307258-104","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/gestionar","16964013","ORGANITZACIÓ D'EMPRESES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-105","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244010","DRET MERCANTIL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116962/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-106","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244007","ESTADÍSTICA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116961/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-107","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244004","INTRODUCCIÓ A L'ECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116756/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-108","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244001","INTRODUCCIÓ A LA COMPTABILITAT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116892/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-109","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244008","MATEMÀTIQUES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116791/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-110","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244002","COMPTABILITAT FINANCERA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116893/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-111","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244005","MACROECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116960/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-112","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244009","MATEMÀTIQUES II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116792/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-113","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244003","ORGANITZACIÓ D'EMPRESES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116778/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-114","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244006","PRINCIPIS D'ECONOMIA APLICADA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116917/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307266-115","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/gestionar","16244111","ADMINISTRACIÓ D'EMPRESES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/117242/guia_docent","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739307275-116","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264010","DRET MERCANTIL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116896/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-117","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264007","ESTADÍSTICA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116782/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-118","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264004","INTRODUCCIÓ A L'ECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116781/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-119","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264001","INTRODUCCIÓ A LA COMPTABILITAT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116918/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-120","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264008","MATEMÀTIQUES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116758/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-121","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264002","COMPTABILITAT FINANCERA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116965/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-122","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264005","MACROECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116966/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-123","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264009","MATEMÀTIQUES II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116795/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-124","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264003","ORGANITZACIÓ D'EMPRESES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-125","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264006","PRINCIPIS D'ECONOMIA APLICADA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307275-126","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264116","HISTÒRIA ECONÒMICA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/117284/guia_docent","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739307275-127","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/gestionar","16264206","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				modalitat_ensenyament.","modalitat_ensenyament.","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/117981/guia_docent","Segon quadrimestre","Optativa","6.0","Optatives"
"1739307284-128","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/gestionar","16274010","DRET MERCANTIL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116921/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307284-129","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/gestionar","16274007","ESTADÍSTICA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116878/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307284-130","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/gestionar","16274004","INTRODUCCIÓ A L'ECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116919/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307284-131","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/gestionar","16274001","INTRODUCCIÓ A LA COMPTABILITAT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116897/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307284-132","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/gestionar","16274008","MATEMÀTIQUES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116920/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307284-133","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/gestionar","16274002","COMPTABILITAT FINANCERA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116898/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
