web-scraper-order,web-scraper-start-url,coordinators
"1740080442-2075","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Codi"
"1740080442-2076","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A3"
"1740080442-2077","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A4"
"1740080442-2078","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A5"
"1740080442-2079","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A6"
"1740080442-2080","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A7"
"1740080442-2081","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A8"
"1740080442-2082","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A9"
"1740080442-2083","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A10"
"1740080442-2084","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A11"
"1740080442-2085","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A12"
"1740080442-2086","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Codi"
"1740080442-2087","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","CT5"
"1740080442-2088","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","CT6"
"1740080442-2089","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","CT7"
"1740080442-2090","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Codi"
"1740080442-2091","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Codi"
"1740080442-2092","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A3"
"1740080442-2093","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A4"
"1740080442-2094","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A5"
"1740080442-2095","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A6"
"1740080442-2096","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A7"
"1740080442-2097","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A8"
"1740080442-2098","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A9"
"1740080442-2099","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A10"
"1740080442-2100","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A11"
"1740080442-2101","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A12"
"1740080442-2102","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Codi"
"1740080442-2103","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","CT5"
"1740080442-2104","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","CT6"
"1740080442-2105","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","CT7"
"1740080442-2106","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Codi"
"1740080442-2107","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Competències"
"1740080442-2108","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740080442-2109","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740080442-2110","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740080442-2111","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A3A4A5A6A7A8A9A10A11A12CT6"
"1740080442-2112","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A3A4A5A6A7A8A9A10A11A12CT5CT7"
"1740080442-2113","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Descripció"
"1740080442-2114","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","El procediment constarà d’una reunió inicial, convocada pel Responsable d’Ensenyament i el Coordinador/a de les Pràctiques Externes, amb els alumnes del tercer curs del Grau en Enologia abans del final del segon quadrimestre del tercer curs per concretar les preferències de l’alumnat, que es respectaran tant com es pugui. 

Els alumnes podran proposar Centre Receptor per fer l’estada en pràctiques omplint una Fitxa de Sol•licitud abans del 31 de maig. Aquesta sol•licitud serà avaluada per una comissió d’experts (com a mínim composada pel Responsable d’Ensenyament i el Coordinador de Pràctiques Externes) que comunicarà a l’estudiant si la proposta ha estat acceptada en un període màxim de 15 dies. En cas que sigui necessari es podrà avançar el procés a iniciativa de l’alumne"
"1740080442-2115","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740080442-2116","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","S'aplica la normativa exposada al següent enllaç:



http://www.fe.urv.cat/media/upload/arxius/qualitat/pract_ext/normativa_pe__facultat_enologia2017-jdf_final.pdf"
"1740080442-2117","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740080442-2118","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","Competències"
"1740080442-2119","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p","A3A4A5A6A7A8A9A10A11A12CT5CT7"
"1740080442-2120","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740080442-2121","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740080442-2122","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224401&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740080445-2123","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224226&any_academic=2024_25&idioma=cat&modalitat=p","POBLET ICART, MARIA MONTSERRAT"
"1740080447-2124","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224213&any_academic=2024_25&idioma=cat&modalitat=p","MAS CAPDEVILA, ANNA"
"1740080450-2125","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224241&any_academic=2024_25&idioma=cat&modalitat=p","MARQUET , CHRISTOPHE JEAN LOUIS"
"1740080452-2126","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224224&any_academic=2024_25&idioma=cat&modalitat=p","MATEOS FERNÁNDEZ, MARIA ASSUMPTA"
"1740080455-2127","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224228&any_academic=2024_25&idioma=cat&modalitat=p","LÓPEZ BONILLO, FRANCISCO"
"1740080457-2128","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224205&any_academic=2024_25&idioma=cat&modalitat=p","GRAMONA MARTÍ, JAUME"
"1740080459-2129","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224212&any_academic=2024_25&idioma=cat&modalitat=p","CANALS BOSCH, JOAN MIQUEL"
"1740080462-2130","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224214&any_academic=2024_25&idioma=cat&modalitat=p","SÁNCHEZ ORTIZ, ANTONI"
"1740080464-2131","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224210&any_academic=2024_25&idioma=cat&modalitat=p","GRAMONA MARTÍ, JAUME"
"1740080466-2132","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224239&any_academic=2024_25&idioma=cat&modalitat=p","SÁNCHEZ ORTIZ, ANTONI"
"1740080468-2133","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224204&any_academic=2024_25&idioma=cat&modalitat=p","TORIJA MARTÍNEZ, MARÍA JESÚS"
"1740080471-2134","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224202&any_academic=2024_25&idioma=cat&modalitat=p","REGUANT MIRANDA, CRISTINA"
"1740080473-2135","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1922&assignatura=19224301&any_academic=2024_25&idioma=cat&modalitat=p","ROZÈS , NICOLAS ANDRE LOUIS"
"1740080475-2136","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204005&any_academic=2024_25&idioma=cat&modalitat=p","BELTRÁN DEBÓN, RAÚL ALEJANDRO"
"1740080477-2137","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204004&any_academic=2024_25&idioma=cat&modalitat=p","MATEO SANZ, JOSEP MARIAFERNÁNDEZ SABATER, ALBERTO"
"1740080480-2138","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204001&any_academic=2024_25&idioma=cat&modalitat=p","MESSEGUÉ BUISAN, ARNAUGARIJO REAL, ANTONIOLÓPEZ BESORA, JOSEP MARIA"
"1740080482-2139","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204009&any_academic=2024_25&idioma=cat&modalitat=p","REGUERO DE LA POZA, MARIA DEL MARREINA LOZANO, JOSÉ ANTONIORUIZ MORILLAS, NÚRIABLONDEAU , PASCAL JEAN CLAUDE LEON"
"1740080484-2140","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204006&any_academic=2024_25&idioma=cat&modalitat=p","GARCÍA SÁNCHEZ, DANIA"
"1740080487-2141","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204008&any_academic=2024_25&idioma=cat&modalitat=p","TORRES FUENTES, CRISTINATERRA BARBADORA, XIMENA"
"1740080489-2142","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204007&any_academic=2024_25&idioma=cat&modalitat=p","CORDERO OTERO, RICARDO ROMÁN"
"1740080491-2143","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204010&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ MORILLAS, NÚRIAREINA LOZANO, JOSÉ ANTONIOCALULL BLANCH, MARTAREGUERO DE LA POZA, MARIA DEL MAR"
"1740080494-2144","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204013&any_academic=2024_25&idioma=cat&modalitat=p","SOLÉ CARTAÑÀ, ROSA MARIARUIZ MARTÍ, JOSÉ JAVIER"
"1740080496-2145","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204011&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ MARTÍ, JOSÉ JAVIER"
"1740080498-2146","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204012&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ MARTÍ, JOSÉ JAVIER"
"1740080501-2147","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204108&any_academic=2024_25&idioma=cat&modalitat=p","BRAVO VÁZQUEZ, FRANCISCA ISABEL"
"1740080503-2148","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204106&any_academic=2024_25&idioma=cat&modalitat=p","AROLA ARNAL, ANNA"
"1740080505-2149","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204107&any_academic=2024_25&idioma=cat&modalitat=p","GIMENO VIVES, ALEIX"
"1740080507-2150","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204112&any_academic=2024_25&idioma=cat&modalitat=p","CANO LIRA, JOSÉ FRANCISCO"
"1740080510-2151","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204101&any_academic=2024_25&idioma=cat&modalitat=p","BOUTUREIRA MARTÍN, OMAR"
"1740080512-2152","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204103&any_academic=2024_25&idioma=cat&modalitat=p","GARCIA VALLVE, SANTIAGO"
"1740080514-2153","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204115&any_academic=2024_25&idioma=cat&modalitat=p","ARAGONÈS BARGALLÓ, GERARD"
"1740080517-2154","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204118&any_academic=2024_25&idioma=cat&modalitat=p","CONSTANTÍ GARRIGA, MAGDALENA"
"1740080519-2155","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204102&any_academic=2024_25&idioma=cat&modalitat=p","GIMENO VIVES, ALEIX"
"1740080521-2156","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204116&any_academic=2024_25&idioma=cat&modalitat=p","MARCÉ RECASENS, ROSA MARIA"
"1740080523-2157","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204111&any_academic=2024_25&idioma=cat&modalitat=p","MACKIE WALKER, ALLAN DONALD"
"1740080526-2158","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204123&any_academic=2024_25&idioma=cat&modalitat=p","VIVES VENTURA, AMADEUTORRES CORONAS, MARIA TERESA"
"1740080528-2159","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204113&any_academic=2024_25&idioma=cat&modalitat=p","PINENT ARMENGOL, MONTSERRAT"
"1740080530-2160","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204109&any_academic=2024_25&idioma=cat&modalitat=p","CAPILLA LUQUE, JAVIER"
"1740080533-2161","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204117&any_academic=2024_25&idioma=cat&modalitat=p","RODRÍGUEZ GALLEGO, ESTHER"
"1740080535-2162","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204104&any_academic=2024_25&idioma=cat&modalitat=p","BLAY OLIVÉ, MARIA TERESA"
"1740080537-2163","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204105&any_academic=2024_25&idioma=cat&modalitat=p","DEL BAS PRIOR, JOSÉ MARÍA"
"1740080540-2164","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204122&any_academic=2024_25&idioma=cat&modalitat=p","FERNÁNDEZ LARREA, JUAN BAUTISTA"
"1740080542-2165","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204121&any_academic=2024_25&idioma=cat&modalitat=p","CORDERO OTERO, RICARDO ROMÁN"
"1740080544-2166","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204119&any_academic=2024_25&idioma=cat&modalitat=p","BENGOA , CHRISTOPHE JOSÉ"
"1740080547-2167","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204110&any_academic=2024_25&idioma=cat&modalitat=p","REGUANT MIRANDA, CRISTINA"
"1740080549-2168","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204120&any_academic=2024_25&idioma=cat&modalitat=p","MASIP VERNIS, LLUIS"
"1740080551-2169","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204231&any_academic=2024_25&idioma=cat&modalitat=p","POBLET ICART, MARIA MONTSERRAT"
"1740080553-2170","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204237&any_academic=2024_25&idioma=cat&modalitat=p","MUGUERZA MARQUÍNEZ, MARIA BEGOÑA"
"1740080556-2171","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204124&any_academic=2024_25&idioma=cat&modalitat=p","GALIANA SAURA, VERONICA"
"1740080558-2172","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204212&any_academic=2024_25&idioma=cat&modalitat=p","SUÁREZ RECIO, MANUEL"
"1740080560-2173","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204218&any_academic=2024_25&idioma=cat&modalitat=p","CORDERO OTERO, RICARDO ROMÁN"
"1740080563-2174","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204222&any_academic=2024_25&idioma=cat&modalitat=p","PUJADAS ANGUIANO, GERARD"
"1740080565-2175","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204211&any_academic=2024_25&idioma=cat&modalitat=p","CLUA FERRÉ, LAURA"
"1740080567-2176","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204217&any_academic=2024_25&idioma=cat&modalitat=p","NUÑEZ GUTIERREZ, YOLANDA DEL PILAR"
"1740080569-2177","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204221&any_academic=2024_25&idioma=cat&modalitat=p","ARDÉVOL GRAU, ANNA"
"1740080572-2178","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204202&any_academic=2024_25&idioma=cat&modalitat=p","REGUANT MIRANDA, CRISTINA"
"1740080574-2179","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204220&any_academic=2024_25&idioma=cat&modalitat=p","TORIBIO MATIAS, RICARDO"
"1740080576-2180","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204209&any_academic=2024_25&idioma=cat&modalitat=p","GALLART MILLAN, LUIS MELCHOR"
"1740080579-2181","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204208&any_academic=2024_25&idioma=cat&modalitat=p","DÍAZ GIMÉNEZ, MARÍA YOLANDA"
"1740080581-2182","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204210&any_academic=2024_25&idioma=cat&modalitat=p","RODRÍGUEZ CALVO, RICARDO"
"1740080583-2183","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204206&any_academic=2024_25&idioma=cat&modalitat=p","TORRES FUENTES, CRISTINA"
"1740080586-2184","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204215&any_academic=2024_25&idioma=cat&modalitat=p","BLAY OLIVÉ, MARIA TERESA"
"1740080589-2185","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204251&any_academic=2024_25&idioma=cat&modalitat=p","CÀMARA TURULL, XAVIER"
"1740080591-2186","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204226&any_academic=2024_25&idioma=cat&modalitat=p","REGUANT MIRANDA, CRISTINA"
"1740080593-2187","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204207&any_academic=2024_25&idioma=cat&modalitat=p","CAPILLA LUQUE, JAVIER"
"1740080596-2188","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204127&any_academic=2024_25&idioma=cat&modalitat=p","CORDERO OTERO, RICARDO ROMÁN"
"1740080598-2189","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204401&any_academic=2024_25&idioma=cat&modalitat=p","PUJADAS ANGUIANO, GERARD"
"1740080600-2190","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204236&any_academic=2024_25&idioma=cat&modalitat=p","PUIGGROS LLAVINÉS, FRANCESC"
"1740080603-2191","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204301&any_academic=2024_25&idioma=cat&modalitat=p","CORDERO OTERO, RICARDO ROMÁN"
"1740080605-2192","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1920&assignatura=19204229&any_academic=2024_25&idioma=cat&modalitat=p","CAPILLA LUQUE, JAVIER"
"1740080607-2193","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615108v&any_academic=2024_25&idioma=cat&modalitat=v","JIMÉNEZ HERRERA, MARÍA FRANCISCA"
"1740080610-2194","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615111v&any_academic=2024_25&idioma=cat&modalitat=v","REVERTÉ VILLARROYA, SILVIA"
"1740080612-2195","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615112v&any_academic=2024_25&idioma=cat&modalitat=v","REVERTÉ VILLARROYA, SILVIA"
"1740080614-2196","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615109v&any_academic=2024_25&idioma=cat&modalitat=v","CASADÓ MARÍN, LINA CRISTINA"
"1740080617-2197","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615110v&any_academic=2024_25&idioma=cat&modalitat=v","MARTORELL POVEDA, MARIA ANTONIA"
"1740080619-2198","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615210v&any_academic=2024_25&idioma=cat&modalitat=v","RAVENTOS TORNER, ROSA DOLORES"
"1740080621-2199","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615107v&any_academic=2024_25&idioma=cat&modalitat=v","MARTORELL POVEDA, MARIA ANTONIA"
"1740080623-2200","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615204v&any_academic=2024_25&idioma=cat&modalitat=v","MARTORELL POVEDA, MARIA ANTONIA"
"1740080626-2201","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615113v&any_academic=2024_25&idioma=cat&modalitat=v","MARTORELL POVEDA, MARIA ANTONIA"
"1740080628-2202","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=18&ensenyament=1861&assignatura=18615211v&any_academic=2024_25&idioma=cat&modalitat=v","BURJALES MARTI, MARIA DOLORS"
